Clusterid,ParentClusterid,ClusterName,Document Count
1191,1190,"vince, nsf format, vince kaminski, intellectual capital wisely, financial instruments trading",9
1192,1190,"vince, real options, nsf format, shirley crenshaw, energy trading",12
1193,1190,"nsf format, list price, cantekin, yannis tzamouranis, military duty",9
1194,1194,"client, nsf format, vince, mclennan securities, risk management policies",1
1195,1194,"quantitative risk management, risk management policies, nsf format, performance, risk management services",9
1196,1194,"btu marketing, nsf format, price risk management committee, greg whalley, brad romine",7
1197,1194,"nsf format, risk solutions, greg whalley, toronto, home page",8
1198,1194,"betty, client, vince, power industries, marsh weather solutions",9
1199,1199,"time warner, vince, nsf format, reservoir storage, grant masson",1
1200,1199,"duane, berlin, john gordon, nsf format, hard copy",8
1201,1199,"vince, time warner, shirley crenshaw, john gordon, nsf format",13
1202,1199,"shirley crenshaw, reservoir storage, vince, financial instruments trading, second edition",10
1203,1203,"vertical hubs, time warner, financial options, credit risk, sheridan titman",1
1204,1203,"vertical hubs, credit risk, real options group, emma wolfin, effective infrastructure outsource solution",14
1205,1203,"chris strickland, nsf format, potential deal, sheridan titman, second edition",11
1206,1203,"conference call, real options, nondisclosure agreement, cplex, international joint ventures",12
1207,1207,"credit risk, nsf format, feedback, feedback form, risk management",1
1208,1207,"exmar purchase decision, vince, price return, normal distribution, exmar lng vessel decision",6
1209,1207,"feedback, risk management, executive program, energy trading, credit risk",8
1210,1207,"internal evaluation purposes, normal distribution, alex ulitsky, nsf format, higher education",8
1211,1207,"reviewers, potential deal, cif dabhol, fob oman, telephone interview",5
1212,1212,"natural gas, vince, nsf format, enron corp, shirley",1
1213,1212,"buyer force majeure, vince, seller lng terminal failure, keith, strike option",8
1214,1212,"capacity payment, american natural gas, annual capacity payment, monthly capacity payment, natural gas",5
1215,1212,"natural gas, vince, keith, nsf format, crenshaw",12
